,State,Agency Type,Agency Name,Population ,Assault Offenses,Aggravated Assault,Simple Assault,Intimidation,Homicide Offenses,Murder and Nonnegligent Manslaughter,Negligent Manslaughter,Justifiable Homicide,Kidnapping/ Abduction,Sex Offenses,Rape,Sodomy,Sexual Assault With An Object,Fondling,Sex Offenses  Nonforcible,Incest,Statutory Rape,Arson,Bribery,Burglary/ Breaking & Entering,Counter- feiting/ Forgery,Destruction/ Damage/ Vandalism,Embezzle- ment,Extortion/ Blackmail,Fraud Offenses,False Pretenses/ Swindle/ Confidence Game,Credit Card/ Automated Teller Machine Fraud,Imperson- ation,Welfare Fraud,Wire Fraud,Larceny- Theft Offenses,Pocket- picking,Purse- snatching,Shop- lifting,Theft From Building,Theft From Coin- operated Machine,Theft From Motor Vehicle,Theft of Motor Vehicle Parts or Accessories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses ,Drug/ Narcotic Offenses,Drug/ Narcotic Violations,Drug Equipment Violations,Gambling Offenses,Betting/ Wagering,Operating/ Promoting/ Assisting Gambling,Gambling Equipment Violations,Sports Tampering,Porno- graphy/ Obscene Material,Prost- itution Offenses,Prost- itution,Assisting or Pro- moting Prost- itution,Weapon Law Violations
1179,KENTUCKY,Cities,Lewisburg,811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,KENTUCKY,Cities,Lewisport,1677,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,19.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1181,KENTUCKY,Cities,Lexington,302332,3698.0,353.0,2057.0,1288.0,14.0,12.0,0.0,2.0,92.0,282.0,103.0,54.0,0.0,125.0,4.0,1.0,3.0,60.0,3.0,2853.0,494.0,4369.0,406.0,1.0,1219.0,101.0,841.0,277.0,0.0,0.0,9815.0,24.0,77.0,2365.0,80.0,9.0,2819.0,192.0,4249.0,933.0,613.0,288.0,2235.0,1389.0,846.0,0.0,0.0,0.0,0.0,0.0,12.0,143.0,139.0,4.0,218.0
1182,KENTUCKY,Cities,Liberty,2168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,KENTUCKY,Cities,London,8078,36.0,4.0,15.0,17.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,29.0,51.0,7.0,0.0,27.0,0.0,19.0,8.0,0.0,0.0,327.0,1.0,3.0,180.0,1.0,2.0,34.0,16.0,90.0,19.0,8.0,13.0,106.0,85.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1184,KENTUCKY,Cities,Louisa,2500,16.0,1.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,5.0,4.0,0.0,7.0,0.0,15.0,0.0,0.0,4.0,31.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,KENTUCKY,Cities,Louisville Metro,666200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,KENTUCKY,Cities,Loyall,1454,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,29.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1187,KENTUCKY,Cities,Ludlow,4438,123.0,1.0,76.0,46.0,0.0,0.0,0.0,0.0,1.0,9.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,84.0,5.0,81.0,4.0,1.0,10.0,4.0,2.0,4.0,0.0,0.0,126.0,0.0,1.0,9.0,35.0,1.0,17.0,1.0,62.0,15.0,1.0,2.0,43.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1188,KENTUCKY,Cities,Lynnview,923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,KENTUCKY,Cities,Madisonville,19637,201.0,13.0,127.0,61.0,0.0,0.0,0.0,0.0,6.0,38.0,13.0,9.0,0.0,16.0,2.0,2.0,0.0,2.0,2.0,110.0,89.0,63.0,21.0,0.0,50.0,10.0,23.0,17.0,0.0,0.0,473.0,1.0,1.0,166.0,12.0,0.0,107.0,5.0,181.0,24.0,9.0,29.0,320.0,236.0,84.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0
1190,KENTUCKY,Cities,Manchester,1261,6.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,39.0,0.0,0.0,17.0,0.0,0.0,2.0,3.0,17.0,4.0,1.0,1.0,75.0,71.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1191,KENTUCKY,Cities,Marion,3053,48.0,1.0,38.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,16.0,10.0,22.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,60.0,0.0,1.0,12.0,5.0,0.0,9.0,0.0,33.0,1.0,1.0,2.0,57.0,34.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,KENTUCKY,Cities,Martin,631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,KENTUCKY,Cities,Mayfield,10155,167.0,13.0,111.0,43.0,0.0,0.0,0.0,0.0,7.0,10.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,56.0,14.0,29.0,5.0,0.0,20.0,0.0,7.0,13.0,0.0,0.0,101.0,0.0,2.0,46.0,7.0,0.0,12.0,0.0,34.0,10.0,3.0,13.0,238.0,148.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0
1194,KENTUCKY,Cities,Maysville,9117,148.0,8.0,104.0,36.0,0.0,0.0,0.0,0.0,4.0,13.0,3.0,2.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,72.0,17.0,121.0,9.0,0.0,19.0,0.0,6.0,13.0,0.0,0.0,330.0,1.0,3.0,84.0,5.0,3.0,71.0,12.0,151.0,13.0,5.0,17.0,112.0,84.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1195,KENTUCKY,Cities,Meadow Vale,745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,KENTUCKY,Cities,Middlesboro,10358,121.0,6.0,86.0,29.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,86.0,33.0,122.0,11.0,0.0,28.0,2.0,12.0,14.0,0.0,0.0,674.0,0.0,2.0,265.0,11.0,1.0,68.0,5.0,322.0,26.0,17.0,17.0,213.0,176.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
1197,KENTUCKY,Cities,Monticello,6240,26.0,4.0,14.0,8.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,12.0,24.0,3.0,0.0,10.0,1.0,8.0,1.0,0.0,0.0,122.0,0.0,0.0,32.0,0.0,0.0,17.0,0.0,73.0,6.0,4.0,5.0,27.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1198,KENTUCKY,Cities,Morehead,6914,76.0,1.0,43.0,32.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,20.0,8.0,0.0,10.0,1.0,8.0,1.0,0.0,0.0,108.0,1.0,0.0,49.0,8.0,0.0,19.0,0.0,31.0,7.0,1.0,6.0,85.0,63.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1199,KENTUCKY,Cities,Morganfield,3308,48.0,0.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,9.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,41.0,0.0,0.0,15.0,3.0,0.0,2.0,1.0,20.0,0.0,0.0,2.0,66.0,45.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1200,KENTUCKY,Cities,Morgantown,2425,7.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,17.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,20.0,4.0,1.0,2.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,KENTUCKY,Cities,Mortons Gap,865,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1202,KENTUCKY,Cities,Mount Sterling,6977,110.0,8.0,78.0,24.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,71.0,54.0,67.0,11.0,0.0,20.0,3.0,12.0,5.0,0.0,0.0,358.0,0.0,5.0,171.0,3.0,1.0,36.0,3.0,139.0,17.0,11.0,11.0,193.0,180.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1203,KENTUCKY,Cities,Mount Vernon,2486,5.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,2.0,5.0,4.0,0.0,6.0,0.0,1.0,5.0,0.0,0.0,31.0,0.0,0.0,5.0,3.0,1.0,4.0,0.0,18.0,2.0,1.0,2.0,60.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1204,KENTUCKY,Cities,Mount Washington,9237,10.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,77.0,6.0,45.0,3.0,0.0,20.0,0.0,10.0,10.0,0.0,0.0,112.0,1.0,3.0,3.0,0.0,1.0,31.0,1.0,72.0,8.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,KENTUCKY,Cities,Muldraugh,981,12.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,14.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,2.0,27.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1206,KENTUCKY,Cities,Munfordville,1621,8.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,23.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1207,KENTUCKY,Cities,Murray,17938,204.0,19.0,136.0,49.0,2.0,2.0,0.0,0.0,3.0,13.0,3.0,0.0,0.0,10.0,2.0,1.0,1.0,3.0,0.0,142.0,13.0,120.0,13.0,0.0,37.0,4.0,17.0,16.0,0.0,0.0,452.0,1.0,1.0,139.0,14.0,0.0,87.0,5.0,205.0,21.0,6.0,12.0,160.0,100.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0
1208,KENTUCKY,Cities,Newport,15412,334.0,22.0,225.0,87.0,1.0,1.0,0.0,0.0,10.0,32.0,13.0,6.0,0.0,13.0,1.0,0.0,1.0,12.0,0.0,273.0,68.0,312.0,24.0,0.0,65.0,9.0,35.0,21.0,0.0,0.0,941.0,3.0,19.0,310.0,25.0,0.0,173.0,14.0,397.0,63.0,50.0,94.0,486.0,348.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,17.0
1209,KENTUCKY,Cities,Nicholasville,28366,284.0,20.0,208.0,56.0,0.0,0.0,0.0,0.0,7.0,43.0,15.0,5.0,0.0,23.0,0.0,0.0,0.0,3.0,1.0,359.0,120.0,269.0,29.0,0.0,126.0,6.0,84.0,36.0,0.0,0.0,940.0,1.0,3.0,185.0,11.0,1.0,172.0,21.0,546.0,36.0,28.0,106.0,300.0,230.0,70.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0
1210,KENTUCKY,Cities,Northfield,1030,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1211,KENTUCKY,Cities,Oak Grove,7469,94.0,9.0,51.0,34.0,1.0,1.0,0.0,0.0,0.0,12.0,4.0,2.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,79.0,19.0,67.0,2.0,0.0,9.0,1.0,2.0,6.0,0.0,0.0,191.0,0.0,1.0,54.0,7.0,2.0,48.0,1.0,78.0,21.0,7.0,13.0,89.0,54.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0
1212,KENTUCKY,Cities,Olive Hill,1596,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,5.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,35.0,0.0,1.0,2.0,0.0,0.0,19.0,1.0,12.0,1.0,0.0,2.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1213,KENTUCKY,Cities,Owensboro,57751,1227.0,52.0,1007.0,168.0,0.0,0.0,0.0,0.0,10.0,94.0,28.0,15.0,0.0,51.0,5.0,3.0,2.0,12.0,4.0,471.0,43.0,743.0,39.0,1.0,42.0,14.0,19.0,9.0,0.0,0.0,1956.0,2.0,4.0,461.0,279.0,3.0,468.0,48.0,691.0,119.0,45.0,24.0,870.0,576.0,294.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,38.0
1214,KENTUCKY,Cities,Owenton,1332,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,17.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,11.0,2.0,0.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1215,KENTUCKY,Cities,Owingsville,1554,15.0,1.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,7.0,0.0,0.0,2.0,14.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1216,KENTUCKY,Cities,Paducah,25199,708.0,22.0,494.0,192.0,2.0,2.0,0.0,0.0,3.0,33.0,14.0,6.0,0.0,13.0,1.0,0.0,1.0,6.0,2.0,139.0,64.0,352.0,48.0,0.0,86.0,14.0,43.0,29.0,0.0,0.0,1098.0,3.0,2.0,456.0,15.0,2.0,150.0,21.0,449.0,47.0,41.0,27.0,624.0,404.0,220.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,26.0
1217,KENTUCKY,Cities,Paintsville,3473,8.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,9.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,72.0,1.0,1.0,29.0,4.0,0.0,14.0,1.0,22.0,6.0,2.0,7.0,12.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1218,KENTUCKY,Cities,Paris,8580,126.0,10.0,79.0,37.0,1.0,1.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,87.0,29.0,89.0,10.0,0.0,25.0,2.0,19.0,4.0,0.0,0.0,230.0,1.0,4.0,54.0,9.0,1.0,27.0,0.0,134.0,22.0,5.0,20.0,56.0,43.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
1219,KENTUCKY,Cities,Park Hills,2991,32.0,1.0,24.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,0.0,24.0,3.0,0.0,7.0,0.0,4.0,3.0,0.0,0.0,47.0,1.0,0.0,0.0,8.0,0.0,16.0,1.0,21.0,5.0,1.0,1.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220,KENTUCKY,Cities,Pewee Valley,1467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,KENTUCKY,Cities,Pikeville,6909,74.0,6.0,59.0,9.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,46.0,12.0,96.0,23.0,0.0,23.0,3.0,13.0,7.0,0.0,0.0,399.0,1.0,2.0,189.0,0.0,0.0,18.0,1.0,188.0,9.0,3.0,11.0,152.0,123.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0
1222,KENTUCKY,Cities,Pineville,1884,7.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,9.0,12.0,2.0,0.0,9.0,1.0,4.0,4.0,0.0,0.0,53.0,0.0,0.0,2.0,0.0,1.0,12.0,1.0,37.0,0.0,0.0,3.0,13.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,KENTUCKY,Cities,Pioneer Village,2057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1224,KENTUCKY,Cities,Powderly,741,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,KENTUCKY,Cities,Prestonsburg,3246,20.0,3.0,8.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,12.0,3.0,0.0,11.0,3.0,2.0,6.0,0.0,0.0,60.0,0.0,0.0,7.0,2.0,0.0,9.0,2.0,40.0,2.0,1.0,1.0,26.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1226,KENTUCKY,Cities,Princeton,6339,113.0,9.0,72.0,32.0,0.0,0.0,0.0,0.0,4.0,11.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,50.0,17.0,34.0,4.0,0.0,9.0,2.0,3.0,4.0,0.0,0.0,91.0,0.0,0.0,29.0,0.0,2.0,10.0,2.0,48.0,10.0,3.0,8.0,66.0,44.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
1227,KENTUCKY,Cities,Prospect,4747,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1228,KENTUCKY,Cities,Providence,3213,38.0,2.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,25.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1229,KENTUCKY,Cities,Raceland,2426,17.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,24.0,1.0,0.0,0.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1230,KENTUCKY,Cities,Radcliff,22148,286.0,11.0,211.0,64.0,0.0,0.0,0.0,0.0,2.0,37.0,14.0,7.0,0.0,16.0,2.0,1.0,1.0,2.0,0.0,135.0,29.0,78.0,11.0,0.0,58.0,0.0,41.0,17.0,0.0,0.0,475.0,1.0,0.0,126.0,73.0,3.0,97.0,11.0,164.0,13.0,27.0,15.0,246.0,166.0,80.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0
1231,KENTUCKY,Cities,Ravenna,608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232,KENTUCKY,Cities,Richmond,31890,428.0,29.0,271.0,128.0,0.0,0.0,0.0,0.0,8.0,29.0,8.0,6.0,0.0,15.0,0.0,0.0,0.0,6.0,1.0,378.0,88.0,417.0,33.0,0.0,99.0,17.0,64.0,18.0,0.0,0.0,1344.0,2.0,10.0,347.0,67.0,0.0,328.0,25.0,565.0,56.0,50.0,66.0,448.0,326.0,122.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,32.0
