,State,Agency Type,Agency Name,Population ,Assault Offenses,Aggravated Assault,Simple Assault,Intimidation,Homicide Offenses,Murder and Nonnegligent Manslaughter,Negligent Manslaughter,Justifiable Homicide,Kidnapping/ Abduction,Sex Offenses,Rape,Sodomy,Sexual Assault With An Object,Fondling,Sex Offenses  Nonforcible,Incest,Statutory Rape,Arson,Bribery,Burglary/ Breaking & Entering,Counter- feiting/ Forgery,Destruction/ Damage/ Vandalism,Embezzle- ment,Extortion/ Blackmail,Fraud Offenses,False Pretenses/ Swindle/ Confidence Game,Credit Card/ Automated Teller Machine Fraud,Imperson- ation,Welfare Fraud,Wire Fraud,Larceny- Theft Offenses,Pocket- picking,Purse- snatching,Shop- lifting,Theft From Building,Theft From Coin- operated Machine,Theft From Motor Vehicle,Theft of Motor Vehicle Parts or Accessories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses ,Drug/ Narcotic Offenses,Drug/ Narcotic Violations,Drug Equipment Violations,Gambling Offenses,Betting/ Wagering,Operating/ Promoting/ Assisting Gambling,Gambling Equipment Violations,Sports Tampering,Porno- graphy/ Obscene Material,Prost- itution Offenses,Prost- itution,Assisting or Pro- moting Prost- itution,Weapon Law Violations
0,ALABAMA,Cities,Hoover,82332,870.0,25.0,594.0,251.0,2.0,2.0,0.0,0.0,2.0,25.0,13.0,3.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,391.0,55.0,280.0,70.0,0.0,202.0,38.0,109.0,55.0,0.0,0.0,1718.0,10.0,2.0,550.0,410.0,4.0,418.0,127.0,197.0,88.0,46.0,29.0,495.0,339.0,156.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,26.0
1,ARIZONA,Cities,Apache Junction,36986,559.0,96.0,381.0,82.0,1.0,1.0,0.0,0.0,14.0,35.0,13.0,0.0,0.0,22.0,2.0,0.0,2.0,1.0,0.0,237.0,58.0,447.0,0.0,1.0,162.0,52.0,62.0,48.0,0.0,0.0,725.0,0.0,0.0,193.0,12.0,1.0,52.0,52.0,415.0,68.0,21.0,28.0,308.0,152.0,156.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0
2,ARIZONA,Cities,Gilbert,214264,1242.0,123.0,892.0,227.0,5.0,5.0,0.0,0.0,54.0,79.0,19.0,2.0,0.0,58.0,16.0,0.0,16.0,25.0,2.0,728.0,163.0,2303.0,20.0,4.0,486.0,130.0,150.0,206.0,0.0,0.0,2549.0,1.0,9.0,632.0,96.0,3.0,720.0,35.0,1053.0,171.0,59.0,100.0,2069.0,979.0,1090.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,75.0
3,ARIZONA,Metropolitan Counties,Yuma2,214264,555.0,94.0,376.0,85.0,26.0,26.0,0.0,0.0,17.0,39.0,8.0,0.0,2.0,29.0,24.0,0.0,24.0,10.0,3.0,363.0,26.0,542.0,0.0,1.0,192.0,83.0,48.0,61.0,0.0,0.0,644.0,2.0,0.0,34.0,0.0,0.0,8.0,4.0,596.0,75.0,10.0,24.0,437.0,208.0,229.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,40.0
4,ARKANSAS,Cities,Alma,5439,197.0,11.0,108.0,78.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,99.0,15.0,97.0,0.0,0.0,13.0,1.0,10.0,2.0,0.0,0.0,265.0,0.0,2.0,59.0,39.0,0.0,39.0,0.0,126.0,7.0,1.0,9.0,66.0,44.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
5,ARKANSAS,Cities,Arkadelphia,10698,274.0,35.0,178.0,61.0,5.0,5.0,0.0,0.0,4.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,106.0,19.0,97.0,0.0,0.0,34.0,16.0,15.0,3.0,0.0,0.0,340.0,0.0,1.0,68.0,50.0,0.0,34.0,3.0,184.0,7.0,3.0,2.0,44.0,37.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
6,ARKANSAS,Cities,Ashdown,4680,72.0,14.0,57.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,32.0,3.0,52.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,126.0,0.0,0.0,28.0,7.0,0.0,5.0,2.0,84.0,4.0,1.0,0.0,32.0,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
7,ARKANSAS,Cities,Atkins,3057,22.0,1.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6.0,14.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,59.0,0.0,1.0,4.0,10.0,1.0,4.0,0.0,39.0,4.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ARKANSAS,Cities,Austin,2076,14.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,1.0,2.0,0.0,16.0,0.0,10.0,0.0,0.0,0.0,44.0,25.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
9,ARKANSAS,Cities,Bald Knob,2950,71.0,12.0,29.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,15.0,36.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,105.0,0.0,1.0,5.0,17.0,3.0,14.0,1.0,64.0,10.0,1.0,15.0,25.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ARKANSAS,Cities,Barling,4718,56.0,14.0,28.0,14.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,9.0,0.0,0.0,12.0,0.0,9.0,3.0,0.0,0.0,58.0,0.0,0.0,0.0,15.0,0.0,10.0,1.0,32.0,1.0,0.0,8.0,259.0,140.0,119.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,4.0,13.0
11,ARKANSAS,Cities,Bay,1845,15.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,22.0,0.0,0.0,3.0,20.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
12,ARKANSAS,Cities,Bearden,961,12.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,ARKANSAS,Cities,Beebe,7449,242.0,32.0,109.0,101.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,64.0,13.0,82.0,0.0,0.0,29.0,4.0,19.0,0.0,0.0,6.0,199.0,1.0,1.0,19.0,22.0,0.0,16.0,1.0,139.0,13.0,0.0,19.0,70.0,44.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
14,ARKANSAS,Cities,Bella Vista,27310,93.0,23.0,36.0,34.0,1.0,1.0,0.0,0.0,3.0,7.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,90.0,18.0,81.0,0.0,0.0,18.0,5.0,11.0,2.0,0.0,0.0,171.0,0.0,0.0,1.0,59.0,1.0,34.0,2.0,74.0,3.0,0.0,9.0,176.0,109.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
15,ARKANSAS,Cities,Benton,31486,597.0,80.0,322.0,195.0,0.0,0.0,0.0,0.0,3.0,17.0,13.0,1.0,0.0,3.0,3.0,0.0,3.0,6.0,0.0,228.0,136.0,328.0,0.0,0.0,108.0,8.0,94.0,5.0,0.0,1.0,1070.0,3.0,3.0,126.0,59.0,1.0,234.0,107.0,537.0,90.0,23.0,24.0,258.0,166.0,92.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0
16,ARKANSAS,Cities,Bentonville,36433,309.0,61.0,89.0,159.0,2.0,2.0,0.0,0.0,10.0,40.0,15.0,6.0,0.0,19.0,1.0,1.0,0.0,5.0,0.0,154.0,37.0,203.0,2.0,0.0,78.0,11.0,41.0,26.0,0.0,0.0,630.0,2.0,1.0,36.0,0.0,0.0,158.0,10.0,423.0,26.0,5.0,35.0,594.0,328.0,266.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,0.0,24.0
17,ARKANSAS,Cities,Berryville,5389,86.0,13.0,55.0,18.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,16.0,18.0,0.0,0.0,11.0,1.0,7.0,3.0,0.0,0.0,191.0,0.0,0.0,27.0,1.0,1.0,1.0,0.0,161.0,19.0,0.0,0.0,24.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18,ARKANSAS,Cities,Blytheville,15506,741.0,140.0,394.0,207.0,8.0,8.0,0.0,0.0,3.0,19.0,9.0,1.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,475.0,61.0,426.0,0.0,0.0,76.0,36.0,34.0,6.0,0.0,0.0,643.0,2.0,3.0,117.0,6.0,3.0,90.0,17.0,405.0,51.0,39.0,1.0,73.0,69.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
19,ARKANSAS,Cities,Booneville,3993,71.0,10.0,46.0,15.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,11.0,31.0,0.0,0.0,7.0,1.0,5.0,1.0,0.0,0.0,90.0,0.0,0.0,13.0,12.0,0.0,5.0,1.0,59.0,3.0,1.0,6.0,36.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
20,ARKANSAS,Cities,Bradford,774,29.0,2.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,8.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,13.0,1.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,ARKANSAS,Cities,Brinkley,3171,32.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,44.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,70.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,ARKANSAS,Cities,Bryant,17129,170.0,0.0,106.0,64.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,179.0,61.0,134.0,0.0,0.0,107.0,42.0,65.0,0.0,0.0,0.0,755.0,0.0,0.0,278.0,0.0,0.0,13.0,0.0,464.0,34.0,11.0,23.0,115.0,81.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
23,ARKANSAS,Cities,Bull Shoals,1947,16.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0,10.0,5.0,0.0,1.0,0.0,14.0,0.0,0.0,1.0,17.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,ARKANSAS,Cities,Cabot,24212,420.0,50.0,220.0,150.0,0.0,0.0,0.0,0.0,1.0,18.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,483.0,63.0,269.0,0.0,0.0,84.0,4.0,56.0,24.0,0.0,0.0,825.0,7.0,4.0,125.0,144.0,0.0,256.0,13.0,276.0,48.0,6.0,44.0,136.0,83.0,53.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0
25,ARKANSAS,Cities,Caddo Valley,632,19.0,5.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,32.0,0.0,1.0,2.0,26.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
26,ARKANSAS,Cities,Camden,12118,334.0,60.0,171.0,103.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,178.0,68.0,160.0,0.0,0.0,14.0,7.0,7.0,0.0,0.0,0.0,405.0,9.0,0.0,84.0,17.0,0.0,59.0,14.0,222.0,7.0,9.0,1.0,29.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
27,ARKANSAS,Cities,Cammack Village,779,21.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,5.0,0.0,15.0,1.0,5.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28,ARKANSAS,Cities,Carlisle,2254,22.0,3.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,7.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,46.0,0.0,0.0,1.0,7.0,1.0,8.0,0.0,29.0,1.0,2.0,9.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
29,ARKANSAS,Cities,Cave City,1923,16.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,4.0,0.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,29.0,0.0,0.0,0.0,12.0,0.0,5.0,0.0,12.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,ARKANSAS,Cities,Cave Springs,1785,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,ARKANSAS,Cities,Charleston,2492,24.0,2.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,6.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,ARKANSAS,Cities,Cherokee Village,4735,30.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,46.0,0.0,51.0,0.0,0.0,15.0,11.0,3.0,1.0,0.0,0.0,99.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,97.0,4.0,0.0,3.0,26.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
33,ARKANSAS,Cities,Clarendon,1655,22.0,1.0,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,18.0,3.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,ARKANSAS,Cities,Clarksville,9286,215.0,13.0,151.0,51.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,122.0,46.0,104.0,0.0,0.0,70.0,1.0,54.0,15.0,0.0,0.0,464.0,2.0,4.0,60.0,126.0,4.0,70.0,6.0,192.0,3.0,0.0,13.0,49.0,38.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0
35,ARKANSAS,Cities,Clinton,2580,9.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,2.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,41.0,0.0,0.0,3.0,16.0,0.0,8.0,1.0,13.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,ARKANSAS,Cities,Conway,60700,1704.0,148.0,764.0,792.0,1.0,1.0,0.0,0.0,12.0,36.0,32.0,0.0,1.0,3.0,2.0,0.0,2.0,9.0,0.0,417.0,160.0,793.0,0.0,0.0,310.0,124.0,181.0,5.0,0.0,0.0,2097.0,0.0,0.0,498.0,10.0,4.0,412.0,77.0,1096.0,105.0,79.0,52.0,733.0,569.0,164.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,50.0
37,ARKANSAS,Cities,Corning,3348,26.0,2.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,16.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,29.0,0.0,0.0,7.0,7.0,0.0,1.0,0.0,14.0,2.0,1.0,1.0,41.0,33.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
38,ARKANSAS,Cities,Crossett,5487,79.0,13.0,61.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,117.0,9.0,112.0,0.0,0.0,29.0,14.0,14.0,1.0,0.0,0.0,256.0,0.0,0.0,48.0,0.0,0.0,1.0,0.0,207.0,5.0,6.0,2.0,28.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
39,ARKANSAS,Cities,Danville,2405,19.0,1.0,14.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,7.0,1.0,0.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,ARKANSAS,Cities,Dardanelle,4738,112.0,19.0,64.0,29.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,98.0,18.0,38.0,0.0,0.0,19.0,9.0,8.0,2.0,0.0,0.0,102.0,0.0,1.0,1.0,6.0,0.0,9.0,0.0,85.0,3.0,6.0,5.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
41,ARKANSAS,Cities,Decatur,1752,19.0,4.0,6.0,9.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,22.0,0.0,1.0,0.0,7.0,0.0,3.0,1.0,10.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,ARKANSAS,Cities,De Queen,6708,62.0,16.0,41.0,5.0,0.0,0.0,0.0,0.0,4.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,56.0,16.0,19.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,171.0,1.0,4.0,27.0,20.0,2.0,9.0,0.0,108.0,2.0,1.0,7.0,59.0,34.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
43,ARKANSAS,Cities,De Witt,3282,74.0,14.0,49.0,11.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,9.0,37.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,89.0,0.0,0.0,6.0,19.0,1.0,20.0,1.0,42.0,1.0,2.0,5.0,54.0,38.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
44,ARKANSAS,Cities,Diaz,1313,22.0,3.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,5.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,ARKANSAS,Cities,Dumas,4635,53.0,16.0,32.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,56.0,0.0,0.0,10.0,22.0,0.0,12.0,1.0,11.0,9.0,5.0,1.0,12.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
46,ARKANSAS,Cities,Earle,2405,57.0,10.0,18.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,41.0,1.0,37.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,78.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,73.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47,ARKANSAS,Cities,El Dorado,18860,559.0,165.0,241.0,153.0,2.0,1.0,1.0,0.0,3.0,10.0,2.0,0.0,7.0,1.0,1.0,0.0,1.0,7.0,0.0,429.0,90.0,327.0,1.0,0.0,69.0,36.0,32.0,1.0,0.0,0.0,691.0,0.0,0.0,78.0,1.0,0.0,19.0,0.0,593.0,35.0,29.0,0.0,83.0,73.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
48,ARKANSAS,Cities,Elkins,2718,14.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,12.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,ARKANSAS,Cities,Eudora,2261,36.0,0.0,7.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,ARKANSAS,Cities,Eureka Springs,2082,49.0,1.0,35.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,27.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,77.0,1.0,0.0,5.0,8.0,0.0,5.0,1.0,57.0,2.0,0.0,0.0,23.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,ARKANSAS,Cities,Fairfield Bay,2319,23.0,5.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,34.0,0.0,0.0,0.0,15.0,0.0,4.0,4.0,11.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,ARKANSAS,Cities,Farmington,6133,104.0,28.0,46.0,30.0,0.0,0.0,0.0,0.0,2.0,9.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,29.0,8.0,29.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,29.0,0.0,28.0,2.0,21.0,1.0,0.0,1.0,26.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
53,ARKANSAS,Cities,Fayetteville,75387,1631.0,289.0,1007.0,335.0,2.0,1.0,0.0,1.0,32.0,71.0,59.0,0.0,1.0,11.0,1.0,0.0,1.0,7.0,0.0,515.0,156.0,998.0,0.0,2.0,303.0,102.0,161.0,40.0,0.0,0.0,2455.0,1.0,1.0,428.0,816.0,2.0,622.0,95.0,490.0,128.0,40.0,76.0,783.0,476.0,307.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,4.0,2.0,40.0
54,ARKANSAS,Cities,Flippin,1354,33.0,3.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,61.0,0.0,0.0,14.0,14.0,0.0,9.0,2.0,22.0,0.0,1.0,1.0,113.0,97.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
